{
	currentMonster:0,
	backgroundIndex:2,
	backgroundMoveTime:0.4,
	textColor:"009800FF",
	extraTime:2.5,
	monstersInfo:
	[
		{mode:[3,0],id:12,time:0.55,backgroundName:car,size:[0.25, 0.5],next:0.2,anim:0},
		{mode:[3,0],id:12,time:0.55,backgroundName:car,size:[0.25, 0.5],next:0.2,anim:0},
		{mode:[3,0],id:12,time:0.55,backgroundName:car,size:[0.25, 0.5],next:0.2,anim:0},
		{mode:[3,0],id:12,time:0.55,backgroundName:car,size:[0.25, 0.5],next:0.2,anim:0},
		{mode:[3,0],id:12,time:0.55,backgroundName:car,size:[0.25, 0.5],next:0.2,anim:0},
		{mode:[3,0],id:12,time:0.55,backgroundName:car,size:[0.25, 0.5],next:0.2,anim:0},
		{mode:[3,0],id:12,time:0.55,backgroundName:car,size:[0.25, 0.5],next:0.2,anim:0},
		{mode:[3,0],id:12,time:0.55,backgroundName:car,size:[0.25, 0.5],next:0.2,anim:0},
		{mode:[3,0],id:12,time:0.55,backgroundName:car,size:[0.25, 0.5],next:0.2,anim:0},
		{mode:[3,0],id:12,time:0.55,backgroundName:car,size:[0.25, 0.5],next:0.2,anim:0},
		{mode:[3,0],id:12,time:0.55,backgroundName:car,size:[0.25, 0.5],next:0.2,anim:0},
		{mode:[3,0],id:12,time:0.55,backgroundName:car,size:[0.25, 0.5],next:0.2,anim:0},
		{mode:[3,0],id:12,time:0.55,backgroundName:car,size:[0.25, 0.5],next:0.2,anim:0},
		{mode:[3,0],id:12,time:0.55,backgroundName:car,size:[0.25, 0.5],next:0.2,anim:0},
		{mode:[3,0],id:12,time:0.55,backgroundName:car,size:[0.25, 0.5],next:0.2,anim:0},
		{mode:[3,0],id:12,time:0.55,backgroundName:car,size:[0.25, 0.5],next:0.2,anim:0},
		{mode:[3,0],id:12,time:0.55,backgroundName:car,size:[0.25, 0.5],next:0.2,anim:0},
		{mode:[3,0],id:12,time:0.55,backgroundName:car,size:[0.25, 0.5],next:0.2,anim:0},
		{mode:[3,0],id:12,time:0.55,backgroundName:car,size:[0.25, 0.5],next:0.2,anim:0},
		{mode:[3,0],id:12,time:0.55,backgroundName:car,size:[0.25, 0.5],next:0.2,anim:0},
		{mode:[3,0],id:12,time:0.55,backgroundName:car,size:[0.25, 0.5],next:0.2,anim:0},
		{mode:[3,0],id:12,time:0.55,backgroundName:car,size:[0.25, 0.5],next:0.2,anim:0},
		{mode:[3,0],id:12,time:0.55,backgroundName:car,size:[0.25, 0.5],next:0.2,anim:0},
		{mode:[3,0],id:12,time:0.55,backgroundName:car,size:[0.25, 0.5],next:0.2,anim:0},
		{mode:[3,0],id:12,time:0.55,backgroundName:car,size:[0.25, 0.5],next:0.2,anim:0},
		{mode:[3,0],id:12,time:0.55,backgroundName:car,size:[0.25, 0.5],next:0.2,anim:0},
		{mode:[3,0],id:12,time:0.55,backgroundName:car,size:[0.25, 0.5],next:0.2,anim:0},
		{mode:[3,0],id:12,time:0.55,backgroundName:car,size:[0.25, 0.5],next:0.2,anim:0},
		{mode:[3,0],id:12,time:0.55,backgroundName:car,size:[0.25, 0.5],next:0.2,anim:0},
		{mode:[3,0],id:12,time:0.55,backgroundName:car,size:[0.25, 0.5],next:0.2,anim:0},
		{mode:[3,0],id:12,time:0.55,backgroundName:car,size:[0.25, 0.5],next:0.2,anim:0},
		{mode:[3,0],id:12,time:0.55,backgroundName:car,size:[0.25, 0.5],next:0.2,anim:0},
		{mode:[3,0],id:12,time:0.55,backgroundName:car,size:[0.25, 0.5],next:0.2,anim:0},
		{mode:[3,0],id:12,time:0.55,backgroundName:car,size:[0.25, 0.5],next:0.2,anim:0},
